PDS,ANZ_S,RTS_E22100.0,RTS_E22100.1,RTS_E22100.3,RTS_E22100.3.MW_A_PR,RTS_E22100.3.MW_M_PR,RTS_E22100.3.MW_A_PW,RTS_E22100.3.MW_M_PW,RTS_E22100.4,RTS_E22100.4.MW_A_PR,RTS_E22100.4.MW_M_PR,RTS_E22100.4.MW_A_PW,RTS_E22100.4.MW_M_PW,RTS_E22100.9,RTS_E22090.0,RTS_E22090.1,RTS_E22090.3,RTS_E22090.3.MW_A_PR,RTS_E22090.3.MW_M_PR,RTS_E22090.3.MW_A_PW,RTS_E22090.3.MW_M_PW,RTS_E22090.4,RTS_E22090.4.MW_A_PR,RTS_E22090.4.MW_M_PR,RTS_E22090.4.MW_A_PW,RTS_E22090.4.MW_M_PW,RTS_E22090.9,RTS_E22080.0,RTS_E22080.1,RTS_E22080.3,RTS_E22080.3.MW_A_PR,RTS_E22080.3.MW_M_PR,RTS_E22080.3.MW_A_PW,RTS_E22080.3.MW_M_PW,RTS_E22080.4,RTS_E22080.4.MW_A_PR,RTS_E22080.4.MW_M_PR,RTS_E22080.4.MW_A_PW,RTS_E22080.4.MW_M_PW,RTS_E22080.9,RTS_E22070.0,RTS_E22070.1,RTS_E22070.3,RTS_E22070.3.MW_A_PR,RTS_E22070.3.MW_M_PR,RTS_E22070.3.MW_A_PW,RTS_E22070.3.MW_M_PW,RTS_E22070.4,RTS_E22070.4.MW_A_PR,RTS_E22070.4.MW_M_PR,RTS_E22070.4.MW_A_PW,RTS_E22070.4.MW_M_PW,RTS_E22070.9,RTS_E22060.0,RTS_E22060.1,RTS_E22060.3,RTS_E22060.3.MW_A_PR,RTS_E22060.3.MW_M_PR,RTS_E22060.3.MW_A_PW,RTS_E22060.3.MW_M_PW,RTS_E22060.4,RTS_E22060.4.MW_A_PR,RTS_E22060.4.MW_M_PR,RTS_E22060.4.MW_A_PW,RTS_E22060.4.MW_M_PW,RTS_E22060.9,RTS_E22050.0,RTS_E22050.1,RTS_E22050.3,RTS_E22050.3.MW_A_PR,RTS_E22050.3.MW_M_PR,RTS_E22050.3.MW_A_PW,RTS_E22050.3.MW_M_PW,RTS_E22050.4,RTS_E22050.4.MW_A_PR,RTS_E22050.4.MW_M_PR,RTS_E22050.4.MW_A_PW,RTS_E22050.4.MW_M_PW,RTS_E22050.9,RTS_E22040.0,RTS_E22040.1,RTS_E22040.3,RTS_E22040.3.MW_A_PR,RTS_E22040.3.MW_M_PR,RTS_E22040.3.MW_A_PW,RTS_E22040.3.MW_M_PW,RTS_E22040.4,RTS_E22040.4.MW_A_PR,RTS_E22040.4.MW_M_PR,RTS_E22040.4.MW_A_PW,RTS_E22040.4.MW_M_PW,RTS_E22040.9,RTS_E22030.0,RTS_E22030.1,RTS_E22030.3,RTS_E22030.3.MW_A_PR,RTS_E22030.3.MW_M_PR,RTS_E22030.3.MW_A_PW,RTS_E22030.3.MW_M_PW,RTS_E22030.4,RTS_E22030.4.MW_A_PR,RTS_E22030.4.MW_M_PR,RTS_E22030.4.MW_A_PW,RTS_E22030.4.MW_M_PW,RTS_E22030.9,RTS_E22020.0,RTS_E22020.1,RTS_E22020.3,RTS_E22020.3.MW_A_PR,RTS_E22020.3.MW_M_PR,RTS_E22020.3.MW_A_PW,RTS_E22020.3.MW_M_PW,RTS_E22020.4,RTS_E22020.4.MW_A_PR,RTS_E22020.4.MW_M_PR,RTS_E22020.4.MW_A_PW,RTS_E22020.4.MW_M_PW,RTS_E22020.9,RTS_E22010.0,RTS_E22010.1,RTS_E22010.3,RTS_E22010.3.MW_A_PR,RTS_E22010.3.MW_M_PR,RTS_E22010.3.MW_A_PW,RTS_E22010.3.MW_M_PW,RTS_E22010.4,RTS_E22010.4.MW_A_PR,RTS_E22010.4.MW_M_PR,RTS_E22010.4.MW_A_PW,RTS_E22010.4.MW_M_PW,RTS_E22010.9
1566104,252,5,,,,,,,247,"2,708502","41,295547",",842522","12,833995",,75,28,,,,,,149,"1,966443","101,47651",",570385","29,474029",,49,6,32,"5,5","193,125","1,510216","53,267165",165,"6,575758","227,636364","2,006637","69,755365",,13,71,79,"3,620253","216,835443","1,154124","69,352944",89,"7,719101","491,797753","2,318235","147,84001",,10,4,2,"1,5",30,",525","10,5",236,"2,025424","129,470339",",619089","39,779543",,,,,,,,,252,"8,373016","371,309524","2,58223","114,673889",,42,176,34,2,"104,117647",",627853","32,69346",,,,,,,151,3,20,"6,05","197,25","1,713478","56,061471",78,"8,935897","283,461538","2,547417","80,986048",,113,56,25,"4,32",150,"1,329927","46,300578",58,"8,12069","333,62069","2,27768","93,963307",,,1,19,"24,263158","745,263158","6,748441","207,621947",232,"50,353448","1653,060345","15,09511","496,14446",
1566105,372,24,,,,,,,348,"1,017241","15,560345",",319912","4,87783",,13,,198,"1,015152","45,050505",",325884","14,45988",161,"2,639752","86,086957",",809642","26,477486",,19,46,34,"2,823529","172,5",",783311","48,070135",273,"5,051282","316,593407","1,585439","99,39742",,17,135,158,"3,455696","206,867089","1,127356","67,501064",62,"6,096774","378,629032","1,982421","123,355264",,,,,,,,,372,"38,27957","1167,634409","11,789353","359,715791",,,183,126,"3,222222","123,928571","1,048443","40,268017",63,"5,15873","263,174603","1,551465","79,332849",,25,46,,,,,,301,"2,006645","120,398671",",631794","37,907654",,198,74,76,"5,697368","173,684211","1,780984","53,914693",24,"8,833333","352,5","2,601863","105,424889",,238,46,6,"1,166667",185,",284677","46,094772",82,"6,02439","1070,487805","1,882509","334,915225",,,2,16,21,"661,875","6,530668","204,939274",354,"31,805085","1159,745763","9,760184","356,13681",
1566106,1356,1153,,,,,,,203,"1,054187","16,034483",",334357","5,092935",,508,299,289,"1,117647",45,",363262","14,695289",260,"2,580769","83,365385",",809551","26,214929",,242,83,120,"3,391667","158,25","1,070727","50,000852",911,"5,137212","268,369923","1,656463","86,563573",,321,221,207,"2,323671","211,594203",",758027","69,688191",607,"7,293245","898,566722","2,306028","284,283705",,257,30,3,2,40,",7",14,1066,"3,580675","175,97561","1,137689","56,403526",,652,530,84,"3,261905","143,392857","1,03734","45,542936",90,"4,722222","210,833333","1,491905","66,821259",,579,27,3,"1,666667",100,",456173","28,324074",747,"1,137885","128,032129",",369352","41,6075",,1008,97,201,"5,164179","156,41791","1,666103","50,503232",50,"7,7","273,3","2,385852","84,526405",,525,104,65,"2,369231","141,923077",",758602","44,934946",662,"5,614804","412,953172","1,771422","130,388489",,,3,28,"20,25","621,964286","6,777388","208,335526",1325,"42,319245","1511,969811","13,580867","485,161141",
1566107,641,1,,,,,,,640,1,15,",333909","5,008632",,1,157,108,"2,425926","45,231481",",835132","15,565632",375,"3,522667","94,293333","1,142953","30,51639",,251,70,126,"4,079365","164,206349","1,305304","52,022655",194,"5,71134","244,793814","1,90867","81,603299",,165,67,26,"3,307692","225,576923","1,077422","73,612179",383,"8,488251","715,718016","2,731568","230,236344",,211,29,1,3,35,"1,05","12,25",400,"4,305","141,95","1,392164","46,334662",,,,,,,,,641,"12,932917","348,650546","4,271216","115,296669",,442,199,,,,,,,,,,,,469,39,69,"5,217391","183,913043","1,659242","58,101728",64,"6,859375","238,125","2,249079","78,282275",,25,10,13,"5,076923","153,076923","1,735043","52,111111",593,"20,18887","613,111298","6,614758","200,756237",,,33,47,"17,765957","626,170213","6,067494","214,236407",561,"38,754011","1556,042781","12,762323","511,043434",
1566108,801,92,,,,,,,709,"1,157969","47,468265",",381725","15,707077",,183,267,42,"2,047619",45,",699383","15,361111",309,"3,213592","170,048544",",966322","50,799039",,175,68,53,"4,018868","165,566038","1,210929","49,637999",505,"6,174257","272,851485","2,033722","89,826587",,136,150,93,"3,677419","234,354839","1,173251","75,017805",422,"7,7891","532,42891","2,466944","168,897849",,49,4,6,"1,5","36,666667",",494753","12,228395",742,"3,044474","111,212938",",994729","36,100965",,,7,100,"5,18","151,75","1,734683","51,191854",694,"7,151297","255,396254","2,329365","82,449001",,62,12,69,2,"104,130435",",697351","36,302587",658,"2,680851","151,702128",",885491","49,991634",,588,26,49,"5,285714","211,428571","1,630348","65,213923",138,"7,963768","336,521739","2,506498","105,98685",,293,33,31,"2,419355","134,516129",",781252","43,60091",444,"8,567568","499,898649","2,731365","159,237059",,,2,,,,,,799,"49,963705","1755,413016","16,325623","571,045408",
1566109,425,43,,,,,,,382,"1,010471","45,314136",",334373","14,995362",,85,83,,,,,,257,"2,175097","93,385214",",704309","30,300618",,54,26,153,"4,137255","153,921569","1,326624","49,586508",192,"5,802083","206,09375","1,885048","67,123231",,51,147,87,"3,367816","212,758621","1,108706","70,072797",140,"6,557143","497,142857","2,094092","158,743364",,8,,1,1,30,",35","10,5",416,"9,028846","227,692308","3,014561","75,740676",,,1,40,"6,125","152,625","2,042582","51,121446",384,"7,677083","237,65625","2,504525","77,693313",,4,2,3,2,105,",639506","33,574074",416,"3,971154","223,665865","1,308896","73,731122",,280,16,50,"5,4",179,"1,709901","56,775171",79,"6,924051","246,329114","2,332812","82,809492",,162,93,49,"5,122449","154,183673","1,668551","50,166434",121,"9,876033","295,247934","3,176622","94,918618",,,,3,"17,333333","526,666667","6,066667","184,333333",422,"39,874408","1471,7891","12,885966","475,302419",
1566110,1388,436,,,,,,,952,"1,932773","47,494748",",595682","14,543723",,576,119,63,"2,349206",45,",744761","14,266382",630,"4,531746","105,936508","1,382634","32,5671",,145,261,289,"4,100346","159,152249","1,2846","49,781906",693,"7,31746","304,992785","2,316718","96,358674",,162,355,261,"4,597701","225,517241","1,450984","71,566709",610,"8,978689","487,377049","2,750295","149,500057",,95,15,7,"1,285714",30,",424074","9,722222",1271,"2,354839","163,308419",",751392","52,018687",,1,7,349,"2,404011","132,335244",",780476","42,994461",1031,"4,299709","240,795344","1,373273","77,050535",,48,167,,,,,,1173,"2,967604","178,039216",",951746","57,098806",,1133,47,74,"5,689189","247,094595","1,678246","72,877657",134,"6,791045","295,037313","2,252015","97,867923",,16,475,201,"3,39801","161,41791","1,101224","52,252071",696,"13,270115","522,952586","4,113953","162,115279",,,1,29,"19,586207","658,103448","6,44151","216,290919",1358,"37,298233","1385,861561","11,793784","438,063107",
1566111,155,49,,,,,,,106,"1,471698","59,433962",",470124","18,982856",,,5,,,,,,150,"2,733333","134,5",",886602","43,676448",,15,20,34,"4,205882","154,852941","1,332544","49,282014",86,"7,5","256,453488","2,395659","82,304646",,11,44,40,4,"235,5","1,244881","73,297962",60,"6,866667","417,5","2,110511","128,05515",,23,,6,"1,333333","33,333333",",458951","11,361111",126,"2,166667","141,507937",",684284","44,198369",,,3,5,"3,8",152,"1,240741","48,925926",147,"6,945578","289,455782","2,247562","94,065929",,1,14,,,,,,140,"2,892857","173,571429",",920791","55,247438",,95,7,14,"5,357143","256,071429","1,689815","81,157407",39,"11,769231","567,692308","3,535963","170,663124",,41,15,9,"3,888889",140,"1,240124","45,067901",90,"9,5","410,333333","2,983977","129,263812",,,6,17,"22,764706","688,235294","6,964488","210,707516",132,"37,325758","1287,5","11,982439","414,120805",
1566112,364,2,,,,,,,362,"1,066298","15,994475",",356488","5,347323",,,29,163,3,50,"1,03963","17,327163",172,"4,877907","99,273256","1,550241","31,612469",,37,64,47,"4,404255","132,12766","1,451152","43,534552",216,"11,013889","330,416667","3,640527","109,215814",,21,19,61,"2,52459","211,967213",",850374","71,544767",263,"5,087452","435,361217","1,675776","143,673975",,21,,2,1,30,",30463","9,138889",341,"3,035191","132,932551","1,012099","44,26753",,,,15,"5,266667",154,"1,813086","53,053086",349,"7,535817","255,186246","2,491278","84,566158",,13,116,,,,,,235,"2,017021","121,021277",",674999","40,499948",,289,12,47,"4,617021","144,893617","1,559099","48,689398",16,"6,5625","218,125","2,206134","73,621528",,183,35,22,"3,772727",135,"1,283333","45,765152",124,"7,387097","325,16129","2,341662","103,473791",,,15,67,"20,671642","622,38806","6,843641","206,092805",282,"36,893617","1122,411348","12,064209","367,083148",
1566113,849,68,,,,,,,781,"1,658131","32,650448",",565964","11,164131",,494,176,53,2,45,",677733","15,248983",126,"1,880952","76,071429",",629253","25,58427",,176,26,99,"5,242424","157,272727","1,517836","45,535074",548,"6,014599","180,437956","2,106547","63,196411",,16,398,166,"4,813253","212,53012","1,643034","72,273597",269,"6,866171","419,888476","2,33257","142,521061",,74,1,21,"1,285714","32,857143",",425926","10,950617",753,"1,557769","101,301461",",531884","34,644996",,,13,170,"5,141176","139,058824","1,780485","48,158591",666,"7,647147","242,612613","2,600795","82,56095",,110,73,,,,,,666,"2,753754","179,572072",",944349","61,580558",,581,24,124,"4,943548","197,741935","1,674048","66,961925",120,"6,633333","265,5","2,211276","88,516935",,505,28,61,"3,311475","150,409836","1,117204","50,814769",255,"9,788235","435,313725","3,294562","146,881193",,,100,163,"16,306748","597,361963","5,598105","205,198953",586,"29,663823","1349,368601","10,016766","456,079635",
1566114,154,2,,,,,,,152,"1,618421","24,276316",",53831","8,074643",,,3,31,2,45,",700507","15,761418",120,"3,675","78,833333","1,213029","26,101002",,26,17,41,"4,731707","149,268293","1,537397","48,433295",70,"6,614286","216,142857","2,241235","73,297282",,27,18,18,"4,444444","223,611111","1,410661","71,732185",91,"10,813187","546,098901","3,517781","177,636543",,2,,2,1,30,",259259","7,777778",150,"2,286667","183,2",",767542","61,16482",,,,,,,,,154,"6,116883","295,811688","2,041885","98,767114",,1,14,,,,,,139,"2,52518","151,510791",",84638","50,782812",,105,5,15,"4,866667",148,"1,677458","51,023747",29,"6,413793","192,413793","2,207543","66,226279",,74,20,7,"4,571429","147,857143","1,444445","47,083333",53,"7,471698","356,981132","2,466833","117,721976",,,4,26,"18,692308","621,346154","6,210154","206,410435",124,"27,532258","1084,677419","9,005126","354,648508",
1566115,496,45,,,,,,,451,"1,203991","23,436807",",367834","7,157449",,262,20,101,"1,158416","44,950495",",358256","13,904228",113,"3,20354","108,761062",",972445","33,168798",,130,20,26,"2,423077","138,461538",",771838","44,096584",320,"5,20625","308,53125","1,557574","92,290229",,7,102,37,"4,189189","238,918919","1,295579","72,858922",350,"7,98","584,957143","2,381025","173,743961",,208,2,44,1,30,",30941","9,282315",242,"2,785124","198,657025",",828734","58,965327",,,217,108,"4,574074","140,694444","1,378231","42,459335",171,"7,233918","284,94152","2,167597","85,618909",,64,25,54,"1,018519",90,",322791","28,467854",353,"3,543909","293,342776","1,082484","89,55264",,252,167,22,"5,772727","170,909091","1,713413","50,689428",55,"8,054545","243,909091","2,42077","73,487673",,222,134,82,"5,02439","158,04878","1,504213","47,388579",58,"6,775862","317,672414","1,989721","91,172541",,,18,46,"20,195652","654,130435","6,214058","201,377956",432,"46,287037","1485,601852","14,066228","451,235721",
1566116,127,105,,,,,,,22,"1,318182","36,818182",",426154","11,841429",,,17,11,"2,545455","44,090909",",890909","15,431818",99,"5,808081","176,919192","1,975709","60,213672",,19,51,37,"4,351351","131,351351","1,519369","45,864865",20,"7,25","218,25","2,381177","71,589706",,27,32,26,"4,230769","227,307692","1,403578","75,32244",42,"6,857143","379,880952","2,353595","130,062532",,2,7,3,2,35,",7","12,25",115,"3,313043","140,043478","1,133856","47,650144",,,3,29,"3,586207","147,931034","1,236398","50,8841",95,"6,168421","293,736842","2,120497","101,117196",,5,4,16,2,90,",686574","30,895833",102,"3,54902","159,705882","1,22571","55,156959",,96,3,15,"5,066667","182,666667","1,692026","61,494118",13,"6,307692","214,615385","2,207692","75,115385",,18,7,12,"3,333333",130,"1,070588","42,617647",90,"8,488889","434,666667","2,897117","148,220842",,,5,9,"19,666667","596,666667",7,"212,333333",113,"36,495575","1142,345133","12,400031","387,915053",
1566117,970,1,,,,,,,969,"1,848297","53,328173",",597371","17,23047",,,258,82,3,"46,95122","1,027435","16,07345",630,"6,546032","215,626984","2,030364","66,825989",,39,136,21,"3,142857","164,285714",",941548","49,210114",774,"7,54522","418,468992","2,403068","133,422711",,241,272,83,"3,759036","239,457831","1,170041","74,512182",374,"6,152406","428,729947","1,935732","134,714498",,79,1,15,1,30,",33308","9,992398",875,"2,548571","143,194286",",819385","46,061236",,,5,26,"5,307692","146,923077","1,707621","47,566595",939,"8,713525","257,273695","2,778339","82,43493",,40,17,38,"1,605263",90,",529387","29,72896",875,"3,782857","225,84","1,219218","72,805771",,833,23,25,"5,08","220,8","1,592051","68,898348",89,"7,011236","294,438202","2,19505","92,310647",,112,298,31,"4,83871","155,806452","1,514994","48,86828",529,"14,10397","595,094518","4,372451","184,174872",,,11,42,"21,452381","649,52381","6,935969","209,869539",917,"38,315158","1373,107961","12,144874","435,553591",
1566118,1133,150,,,,,,,983,"1,304171","19,577823",",431096","6,471785",,703,70,106,3,45,",951407","14,271102",254,"4,46063","68,681102","1,466287","22,621679",,173,231,327,"3,642202","143,669725","1,198352","47,37025",402,"4,793532","231,19403","1,583779","76,228226",,319,411,177,"3,282486","231,864407","1,033658","73,901834",226,"5,50885","427,411504","1,801376","139,85561",,46,1,3,"2,666667","33,333333",",933333","11,666667",1083,"4,102493","211,181902","1,345848","69,280933",,1,20,96,"2,520833","128,177083",",833275","42,366924",1016,"4,454724","206,353346","1,475762","68,633566",,277,230,28,"1,107143","91,607143",",348553","29,043403",598,"2,168896","164,899666",",721179","54,826593",,890,91,82,"5,182927","159,512195","1,654401","50,974389",70,"8,057143","254,5","2,552615","80,710686",,548,93,106,"4,95283","155,09434","1,605424","50,262657",386,"12,569948","382,357513","4,017817","122,193478",,,24,27,"19,740741","585,555556","6,811797","201,919753",1082,"63,318854","1957,874307","20,694341","639,750957",
1566119,418,12,,,,,,,406,1,45,",334984","15,074293",,103,8,3,2,45,",7","15,75",304,"2,092105","90,953947",",691377","30,052972",,25,28,88,"3,818182","174,090909","1,122991","51,187356",277,"4,765343","217,075812","1,638099","74,638133",,5,63,60,3,"217,5","1,02362","74,011324",290,"9,124138","607,189655","2,94762","196,301984",,1,,,,,,,417,"1,690647","124,028777",",569183","41,70989",,,,26,"3,807692","139,615385","1,26864","46,882227",392,"6,260204","246,594388","2,094264","82,554619",,34,76,31,1,90,",340506","30,64555",277,"2,509025","170,577617",",837064","56,922601",,290,8,44,"5,340909","218,295455","1,729083","70,505261",76,"7,276316","302,039474","2,389736","99,434852",,167,14,52,"2,057692","123,461538",",705196","42,311741",185,"5,07027","312,162162","1,614417","99,270431",,,1,12,"19,583333",600,"6,854167",210,405,"39,580247","1279,518519","13,004789","420,090254",
1566120,407,20,,,,,,,387,"2,395349","102,260982",",741763","31,761733",,20,3,39,1,"44,871795",",336998","15,138512",345,"3,121739","121,376812",",958142","37,412421",,71,55,46,"2,347826","132,608696",",768277","43,387681",235,"7,893617","519,617021","2,362855","155,200979",,146,68,62,"3,564516","245,806452","1,092857","75,733104",131,"6,557252","461,221374","1,956883","139,319643",,74,3,9,"1,111111",30,",34856","9,592593",321,"4,186916","211,806854","1,283168","65,285626",,1,1,10,"5,5","162,5","1,753333","52,190741",395,"11,460759","361,708861","3,56696","113,525599",,52,198,,,,,,157,2,120,",629971","37,798256",,311,26,18,"6,222222","187,777778","1,762921","53,629388",52,"11,615385","425,961538","3,439218","125,727103",,137,31,5,"3,2",150,"1,12","52,5",234,"14,910256","613,162393","4,407178","182,885306",,,3,4,"25,5",770,"6,979412","211,679466",400,"44,3","1747,175","13,640849","538,775033",
1566121,543,10,,,,,,,533,"1,093809","16,491557",",365357","5,509901",,273,94,121,"2,53719",45,",815508","14,47312",55,"3,072727","67,636364",",973632","21,3895",,219,7,37,"4,891892","178,378378","1,51339","55,521502",280,"6,667857","252,892857","2,182751","82,509279",,158,96,32,"3,4375","222,1875","1,098736","71,712113",257,"12,840467","1036,55642","4,079022","329,821675",,132,5,,,,,,406,"1,778325","112,869458",",587147","37,129088",,,9,113,"5,619469","151,106195","1,900147","51,09544",421,"8,232779","228,491686","2,7289","75,914855",,79,180,,,,,,284,2,120,",654618","39,277075",,399,6,16,"5,25","208,125","1,624779","64,972682",122,"7,5","323,07377","2,523616","108,625248",,306,105,23,"4,478261","134,347826","1,529094","45,872832",109,"10,275229","308,256881","3,23754","97,126185",,,,3,"19,333333","576,666667","6,766667","201,833333",540,"72,292593","2291,546296","23,792704","753,255397",
1566122,234,,,,,,,,234,"1,162393","17,692308",",382456","5,816128",,104,26,21,"1,380952","45,238095",",429384","14,181135",83,"3,421687","126,566265","1,095301","40,649827",,71,23,21,"3,428571","154,285714","1,089541","49,029331",119,"5,352941","240,882353","1,72321","77,54445",,73,42,21,"3,571429","211,428571","1,176848","69,593712",98,"7,326531","519,94898","2,339796","166,428559",,88,,,,,,,146,"2,006849","179,589041",",653235","58,206003",,1,18,54,"2,851852","139,444444",",943434","46,03786",161,"5,136646","260,776398","1,679742","85,284345",,10,82,,,,,,142,"2,661972","159,71831",",856909","51,41451",,181,11,14,"5,142857","188,571429","1,661983","60,469771",28,"7,75","251,785714","2,472269","79,897239",,117,15,40,"5,175","155,25","1,639752","49,192565",62,"8,129032","243,870968","2,571842","77,155247",,,,11,"24,090909","692,727273","7,363769","212,852034",223,"46,201794","1527,35426","14,889399","491,547294",
1566123,265,2,,,,,,,263,"1,038023","15,570342",",342605","5,139073",,1,66,39,3,"47,692308","1,038533","16,508666",159,"7,383648","142,893082","2,339494","45,037702",,21,12,52,"4,634615","152,307692","1,540756","50,609248",180,"6,855556","247,583333","2,185612","78,949032",,13,38,56,"3,517857","212,142857","1,164843","70,296161",158,"7,974684","531,329114","2,537975","169,263095",,13,11,,,,,,241,"2,033195","161,182573",",666451","52,727389",,,5,8,"6,125","133,125","2,007639","43,701389",252,"8,97619","297,5","2,961071","97,964942",,10,15,,,,,,240,"2,845833","170,75",",942757","56,565402",,10,200,26,"5,692308","155,192308","1,857389","50,766179",29,"8,655172","267,413793","2,769746","85,768591",,45,19,5,"3,8",138,"1,33","48,3",196,"7,806122","428,239796","2,52582","137,427417",,,2,25,"21,84","613,6","7,420572","208,597139",238,"41,890756","1318,067227","13,507773","425,235301",
1566124,59,5,,,,,,,54,1,15,",343278","5,149177",,4,5,,,,,,50,"1,68","70,2",",578926","24,025556",,14,,6,"3,666667","143,333333","1,283333","50,166667",39,5,"194,358974","1,717426","66,908832",,11,13,12,"3,583333",215,"1,22392","73,435185",23,5,"301,304348","1,75","105,456522",,6,1,,,,,,52,"1,692308","99,519231",",585328","34,360577",,,2,6,"3,833333","147,5","1,341667","51,625",51,"4,784314","211,176471","1,635367","72,283769",,4,11,,,,,,44,"2,136364","128,181818",",725042","43,502525",,41,3,2,"4,5",135,"1,575","47,25",13,"7,692308","235,384615","2,475926","75,893162",,16,9,,,,,,34,"3,205882","181,764706","1,111383","62,977124",,,3,8,"16,25",625,"5,6875","218,75",48,"21,979167",825,"7,456404","280,469907",
1566125,629,17,,,,,,,612,"1,01634","15,245098",",349131","5,236963",,90,30,8,3,45,"1,029788","15,44682",501,"1,60479","68,982036",",547929","23,555247",,118,24,99,"4,040404","155,454545","1,293644","49,742588",388,"4,935567","188,608247","1,70955","65,404257",,142,114,89,"3,955056","225,955056","1,309574","74,721503",284,"5,862676","348,274648","2,000697","119,023339",,145,2,,,,,,482,"1,665975","114,865145",",571302","39,299719",,,27,60,"3,7","145,5","1,274527","50,085267",542,"4,957565","221,48524","1,695117","75,786532",,66,48,,,,,,515,"2,184466","131,067961",",744654","44,679212",,475,11,18,"4,777778","143,333333","1,672222","50,166667",125,"8,024","243,12","2,672941","80,89031",,146,116,44,"3,5","148,636364","1,122319","46,755828",323,"3,572755","185,758514","1,23231","64,233934",,,28,72,"18,472222",625,"6,335702","214,511513",529,"22,657845","846,228733","7,682717","286,818869",
1566126,213,4,,,,,,,209,"2,162679","59,425837",",721384","19,831574",,,49,13,"2,076923",45,",725447","15,716783",151,"3,834437","109,668874","1,26049","36,039474",,9,32,39,"4,487179","165,384615","1,306325","48,378996",133,"5,022556","181,578947","1,769821","63,984776",,16,55,58,"4,051724","226,551724","1,339439","75,17334",84,"7,047619","375,714286","2,274701","122,338217",,2,,,,,,,211,"2,180095","184,92891",",727561","61,774257",,,11,37,"3,783784","155,27027","1,279309","52,676338",165,"4,818182","217,090909","1,60213","72,265578",,2,25,,,,,,186,"2,715054","157,795699",",894011","51,966763",,154,1,15,5,223,"1,675416","74,494014",43,"7,674419","358,255814","2,374644","109,965237",,22,9,7,"2,571429",120,",910526","42,631579",175,"10,085714",448,"3,26485","145,879953",,,13,12,"20,083333","612,5","6,387216","195,116472",188,"44,659574","1688,457447","14,681109","555,428701",
1566127,204,3,,,,,,,201,"1,109453","19,253731",",3566","6,167578",,,3,15,2,45,",637371","14,34085",186,"3,204301","97,016129","1,031949","31,229363",,80,8,23,"4,26087","191,086957","1,157665","51,866649",93,"5,580645","250,645161","1,779014","79,886253",,27,77,32,"3,5625","243,59375","1,075461","73,703418",68,"5,852941","413,676471","1,898955","134,877908",,32,4,1,2,30,",7","10,5",167,"6,479042","175,598802","2,037745","55,486669",,,176,19,"4,052632","148,421053","1,30043","47,522704",9,"13,888889","298,333333","4,451888","97,10403",,25,179,,,,,,,,,,,,155,14,9,"6,111111","186,666667","1,691116","51,659949",26,"7,769231","300,576923","2,38577","89,796774",,73,10,24,"6,25","187,5","1,697367","50,920997",97,"10,391753","610,515464","3,18825","186,401659",,,2,3,"23,333333",710,"6,629412","202,382353",199,"60,180905","2153,969849","19,011848","680,187761",
1566128,1646,4,,,,,,,1642,"1,093179","17,676614",",353162","5,699515",,,7,394,"2,002538","44,784264",",667849","14,935603",1245,"4,449799","123,321285","1,406232","39,076919",,384,104,219,"3,995434","185,616438","1,099323","51,302658",939,"6,112886","306,884984","2,001264","100,058961",,494,287,200,"3,64","240,5","1,137531","74,692274",665,"7,745865","581,022556","2,370959","178,299216",,63,,2,1,30,",30463","9,138889",1581,"10,554712","383,703352","3,308826","120,448482",,,7,85,"4,035294","150,588235","1,287566","48,079515",1554,"5,957529","253,310811","1,921742","82,030565",,86,426,136,1,90,",321528","28,937544",998,"2,194389","158,867735",",713826","51,688265",,1238,120,91,"5,21978","172,637363","1,656399","54,932045",197,"7,091371","232,15736","2,259741","73,990886",,1045,48,53,"5,264151","160,754717","1,594009","48,711787",500,"11,092","453,06","3,450962","141,952485",,1,20,109,"21,256881","645,688073","6,818087","206,794821",1516,"40,853562","1281,807388","12,918362","405,132765",
1566129,504,57,,,,,,,447,"1,185682","58,85906",",402292","19,947942",,120,72,1,1,45,",35","15,75",311,"2,40836","91,59164",",796285","30,285197",,117,39,113,"4,920354","148,40708","1,604575","48,391907",235,"6,348936","193,148936","2,165959","65,905483",,40,39,107,"3,794393","212,242991","1,246104","69,930988",318,"6,735849","381,886792","2,261059","128,400625",,14,,,,,,,490,"1,795918","104,959184",",609935","35,446321",,25,97,40,"2,4","135,125",",831206","46,749396",342,"4,318713","263,070175","1,438449","87,878016",,18,36,,,,,,450,2,120,",674483","40,46897",,409,14,40,"4,85",196,"1,603578","64,843129",41,"6,97561","305,365854","2,257955","98,740953",,15,22,10,"3,6",138,"1,26","48,3",457,"9,347921","402,888403","3,114617","134,079942",,,4,20,"22,2","670,5","7,110593","214,892793",480,"41,289583","1345,208333","13,724658","446,515089",
