PDS,ANZ_S,RTS_E27120.0,RTS_E27120.1,RTS_E27120.3,RTS_E27120.3.MW_A_PR,RTS_E27120.3.MW_M_PR,RTS_E27120.3.MW_A_PW,RTS_E27120.3.MW_M_PW,RTS_E27120.4,RTS_E27120.4.MW_A_PR,RTS_E27120.4.MW_M_PR,RTS_E27120.4.MW_A_PW,RTS_E27120.4.MW_M_PW,RTS_E27120.9,RTS_E27110.0,RTS_E27110.1,RTS_E27110.3,RTS_E27110.3.MW_A_PR,RTS_E27110.3.MW_M_PR,RTS_E27110.3.MW_A_PW,RTS_E27110.3.MW_M_PW,RTS_E27110.4,RTS_E27110.4.MW_A_PR,RTS_E27110.4.MW_M_PR,RTS_E27110.4.MW_A_PW,RTS_E27110.4.MW_M_PW,RTS_E27110.9,RTS_E27100.0,RTS_E27100.1,RTS_E27100.3,RTS_E27100.3.MW_A_PR,RTS_E27100.3.MW_M_PR,RTS_E27100.3.MW_A_PW,RTS_E27100.3.MW_M_PW,RTS_E27100.4,RTS_E27100.4.MW_A_PR,RTS_E27100.4.MW_M_PR,RTS_E27100.4.MW_A_PW,RTS_E27100.4.MW_M_PW,RTS_E27100.9,RTS_E27090.0,RTS_E27090.1,RTS_E27090.3,RTS_E27090.3.MW_A_PR,RTS_E27090.3.MW_M_PR,RTS_E27090.3.MW_A_PW,RTS_E27090.3.MW_M_PW,RTS_E27090.4,RTS_E27090.4.MW_A_PR,RTS_E27090.4.MW_M_PR,RTS_E27090.4.MW_A_PW,RTS_E27090.4.MW_M_PW,RTS_E27090.9,RTS_E27080.0,RTS_E27080.1,RTS_E27080.3,RTS_E27080.3.MW_A_PR,RTS_E27080.3.MW_M_PR,RTS_E27080.3.MW_A_PW,RTS_E27080.3.MW_M_PW,RTS_E27080.4,RTS_E27080.4.MW_A_PR,RTS_E27080.4.MW_M_PR,RTS_E27080.4.MW_A_PW,RTS_E27080.4.MW_M_PW,RTS_E27080.9,RTS_E27070.0,RTS_E27070.1,RTS_E27070.3,RTS_E27070.3.MW_A_PR,RTS_E27070.3.MW_M_PR,RTS_E27070.3.MW_A_PW,RTS_E27070.3.MW_M_PW,RTS_E27070.4,RTS_E27070.4.MW_A_PR,RTS_E27070.4.MW_M_PR,RTS_E27070.4.MW_A_PW,RTS_E27070.4.MW_M_PW,RTS_E27070.9,RTS_E27060.0,RTS_E27060.1,RTS_E27060.3,RTS_E27060.3.MW_A_PR,RTS_E27060.3.MW_M_PR,RTS_E27060.3.MW_A_PW,RTS_E27060.3.MW_M_PW,RTS_E27060.4,RTS_E27060.4.MW_A_PR,RTS_E27060.4.MW_M_PR,RTS_E27060.4.MW_A_PW,RTS_E27060.4.MW_M_PW,RTS_E27060.9,RTS_E27050.0,RTS_E27050.1,RTS_E27050.3,RTS_E27050.3.MW_A_PR,RTS_E27050.3.MW_M_PR,RTS_E27050.3.MW_A_PW,RTS_E27050.3.MW_M_PW,RTS_E27050.4,RTS_E27050.4.MW_A_PR,RTS_E27050.4.MW_M_PR,RTS_E27050.4.MW_A_PW,RTS_E27050.4.MW_M_PW,RTS_E27050.9,RTS_E27040.0,RTS_E27040.1,RTS_E27040.3,RTS_E27040.3.MW_A_PR,RTS_E27040.3.MW_M_PR,RTS_E27040.3.MW_A_PW,RTS_E27040.3.MW_M_PW,RTS_E27040.4,RTS_E27040.4.MW_A_PR,RTS_E27040.4.MW_M_PR,RTS_E27040.4.MW_A_PW,RTS_E27040.4.MW_M_PW,RTS_E27040.9,RTS_E27030.0,RTS_E27030.1,RTS_E27030.3,RTS_E27030.3.MW_A_PR,RTS_E27030.3.MW_M_PR,RTS_E27030.3.MW_A_PW,RTS_E27030.3.MW_M_PW,RTS_E27030.4,RTS_E27030.4.MW_A_PR,RTS_E27030.4.MW_M_PR,RTS_E27030.4.MW_A_PW,RTS_E27030.4.MW_M_PW,RTS_E27030.9,RTS_E27020.0,RTS_E27020.1,RTS_E27020.3,RTS_E27020.3.MW_A_PR,RTS_E27020.3.MW_M_PR,RTS_E27020.3.MW_A_PW,RTS_E27020.3.MW_M_PW,RTS_E27020.4,RTS_E27020.4.MW_A_PR,RTS_E27020.4.MW_M_PR,RTS_E27020.4.MW_A_PW,RTS_E27020.4.MW_M_PW,RTS_E27020.9,RTS_E27010.0,RTS_E27010.1,RTS_E27010.3,RTS_E27010.3.MW_A_PR,RTS_E27010.3.MW_M_PR,RTS_E27010.3.MW_A_PW,RTS_E27010.3.MW_M_PW,RTS_E27010.4,RTS_E27010.4.MW_A_PR,RTS_E27010.4.MW_M_PR,RTS_E27010.4.MW_A_PW,RTS_E27010.4.MW_M_PW,RTS_E27010.9
1642692,58,1,,,,,,,57,"1,754386","26,315789",",596488","8,947317",,4,28,11,2,30,",663468","9,95202",15,"3,2",48,"1,065556","15,983333",,48,3,2,3,180,",913889","54,833334",5,3,200,"1,006608","67,107213",,13,4,8,"4,75","146,25","1,594445","49,145833",33,"6,181818","303,636364","2,081145","102,065657",,7,,,,,,,51,"1,803922","106,176471",",592845","35,010234",,14,21,,,,,,23,"3,26087","271,304348","1,110543","92,378464",,,,,,,,,58,"14,051724","483,965517","4,78925","165,027341",,5,7,11,2,90,",670353","30,165869",35,3,135,"1,025","46,125",,55,,,,,,,3,"5,333333",250,"1,715432","78,425926",,,3,9,"7,777778","233,333333","2,611317","77,734568",46,"18,608696","548,478261","6,321506","186,434772",,1,10,8,"4,5",135,"1,575","47,25",39,"9,948718","298,461538","3,41323","102,396911",,,2,1,9,270,"2,625","78,75",55,"14,690909","526,363636","5,00678","180,067836",
1642693,36,17,,,,,,,19,"1,105263","21,315789",",324137","6,285372",,,25,7,2,40,",609243","12,184866",4,"2,75","57,5",",807093","16,937303",,31,4,1,3,180,1,60,,,,,,,,14,7,"4,571429","145,714286","1,480447","47,341991",15,"8,266667",273,"2,44433","80,819064",,8,,2,1,45,",369445","16,625",26,"2,307692","132,692308",",729199","41,960177",,,1,,,,,,35,"5,028571","414,428571","1,546068","128,863534",,,,,,,,,36,"17,305556","369,027778","5,369961","115,712054",,36,,,,,,,,,,,,,35,,,,,,,1,8,240,"2,947368","88,421053",,,3,3,"8,666667",260,"2,661139","79,834186",30,"19,4","580,666667","5,865809","175,572559",,15,7,,,,,,14,"15,428571","522,857143","4,754258","161,925219",,1,1,10,"8,1",312,"2,530285","97,169507",24,"12,625",485,"3,850535","147,000896",
1642694,329,,,,,,,,329,"2,635258","56,550152",",865407","18,533884",,16,21,9,2,35,",704094","12,321637",283,"3,798587","127,809187","1,217971","41,130991",,267,8,51,3,180,",98969","59,381423",3,"4,333333",260,"1,104012","66,240741",,3,24,57,"3,649123","151,052632","1,221638","50,494548",245,"6,493878","285,22449","2,104698","92,259734",,5,180,44,2,"41,136364",",672277","13,8164",100,"3,22","85,85","1,010006","26,873628",,1,13,25,"2,12","128,4",",690404","41,898706",290,"3,903448","294,517241","1,284049","97,0693",,,16,25,"2,8",109,",929337","36,32026",288,"6,565972","263,177083","2,134493","85,710005",,,4,,,,,,325,"5,067692","304,061538","1,668335","100,10012",,316,,,,,,,13,"5,692308","170,769231","1,901567","57,047009",,11,14,25,"8,24","247,2","2,698889","80,966667",279,"17,301075","519,193548","5,624135","168,780516",,1,6,13,"5,230769","156,923077","1,685185","50,555555",309,"12,038835","361,359223","3,889648","116,757415",,,,,,,,,329,"18,844985","762,993921","6,097097","247,610063",
1642695,317,18,,,,,,,299,"1,64214","45,100334",",564261","15,524378",,,,1,1,30,",35","10,5",316,"5,768987","143,35443","1,974125","49,157046",,209,7,4,2,150,",7","52,5",97,3,210,"1,032113","72,247929",,25,15,24,"4,75","172,5","1,384873","50,732591",253,"5,110672","183,320158","1,765494","63,377136",,19,6,,,,,,292,"2,291096","126,986301",",78127","43,336032",,1,6,6,"2,5",135,",817332","44,009259",304,"5,072368","266,118421","1,737912","91,130903",,,,,,,,,317,"15,700315","393,706625","5,327125","134,443487",,,6,,,,,,311,"2,003215","120,192926",",687683","41,260984",,157,60,11,"2,363636","65,454545",",764652","21,277952",89,"4,932584","146,966292","1,658836","49,447774",,,1,1,8,285,"2,666667",95,315,"36,225397","1363,238095","12,319626","463,178802",,156,6,13,"4,538462","136,153846","1,582051","47,461538",142,"6,330986","189,929577","2,172411","65,172335",,5,5,18,"7,555556","226,666667","2,644444","79,333333",289,"10,965398","328,961938","3,720135","111,604041",
1642696,120,50,,,,,,,70,"1,042857","31,285714",",351969","10,559067",,,2,,,,,,118,"3,059322","83,644068","1,025126","28,071282",,85,1,6,"3,5","163,333333","1,213889","56,722222",28,"4,142857","207,142857","1,424351","71,15804",,80,1,6,"3,833333","182,5",",971823","45,79085",33,"3,969697","198,181818","1,378474","68,747673",,71,15,,,,,,34,"2,823529","149,705882",",920665","48,943227",,15,15,9,"2,666667",145,",912963","49,611111",81,"4,111111","265,555556","1,359088","87,61741",,,,8,5,105,"1,739583","36,53125",112,"7,4375","231,964286","2,479557","77,259265",,6,6,,,,,,108,2,120,",672371","40,342232",,33,6,18,"2,166667",65,",707469","21,224074",63,"4,349206","170,47619","1,45949","56,714816",,1,1,8,"7,625","228,75","2,562403","76,872076",110,"22,154545","657,454545","7,27053","215,815954",,18,1,9,"4,777778","286,666667","1,672222","100,333333",92,"6,586957","395,217391","2,155372","129,322338",,,1,6,"7,166667",265,"2,447222","90,083333",113,17,"559,911504","5,583302","183,747987",
1642697,227,4,,,,,,,223,1,15,",341937","5,129056",,,,,,,,,227,"10,563877","307,422907","3,594576","105,100452",,176,4,14,3,"145,714286","1,032353","50,176471",33,4,200,"1,358777","67,938866",,184,7,24,5,150,"1,616176","48,485294",12,"6,333333",190,"2,148611","64,458333",,170,,2,2,40,",738889","14,777778",55,"4,763636","132,909091","1,607046","44,603663",,,91,4,3,"127,5","1,05","44,625",132,"9,833333","466,022727","3,343656","159,249081",,,39,2,3,115,"1,05","40,25",186,"16,032258","331,048387","5,516108","112,624095",,2,59,,,,,,166,2,120,",686307","41,178393",,34,11,138,"1,072464","60,362319",",3767","21,20709",44,"6,045455","339,204545","2,08066","116,606618",,,2,4,13,240,"4,55",84,221,"19,239819","385,452489","6,436512","128,796399",,5,,1,4,120,"1,4",42,221,"9,20362","276,108597","3,109147","93,274407",,,2,2,"9,5",305,"2,388236","80,088236",223,"25,26009","923,744395","8,48601","309,234075",
1642698,297,3,,,,,,,294,"1,20068","25,510204",",377456","8,13865",,6,,15,"1,866667",30,",625852","9,997037",276,"3,572464","107,934783","1,106607","33,376623",,249,5,7,2,150,",659259","49,444444",36,"3,388889","254,166667",",98331","73,748221",,176,12,32,"5,59375","190,3125","1,454068","49,731624",77,"7,103896","241,168831","2,155166","73,324628",,22,89,,,,,,186,"2,672043","122,365591",",807799","36,660815",,,,17,"3,764706","170,588235","1,068907","48,576959",280,"4,146429","317,321429","1,301982","99,551654",,,,,,,,,297,"8,164983","302,575758","2,549129","94,241778",,,1,,,,,,296,"3,773649","226,418919","1,171421","70,285255",,8,238,1,2,75,",7","26,25",50,"5,78","269,1","1,654665","75,829249",,,1,4,"8,5",255,"2,506618","75,19853",292,"19,633562","638,424658","5,924819","193,279341",,8,6,27,"5,888889","176,666667","1,705373","51,161199",256,"9,648438","289,453125","2,906525","87,195754",,2,4,7,8,240,"2,511765","75,352941",284,"23,116197","693,908451","6,926746","207,889364",
1642699,35,3,,,,,,,32,"1,53125","41,25",",504782","13,58791",,,,,,,,,35,"8,428571","331,857143","2,771263","108,886111",,26,1,,,,,,8,4,240,"1,280093","76,805556",,6,,5,3,150,"1,05","52,5",24,"4,541667","242,5","1,472499","78,529777",,4,,,,,,,31,"1,322581","80,322581",",434905","26,43304",,,,,,,,,35,"4,6","344,571429","1,523603","114,538384",,,,,,,,,35,"6,657143","239,285714","2,205673","79,204293",,2,5,,,,,,28,2,120,",654672","39,280303",,25,,,,,,,10,5,285,"1,607054","91,173232",,,,,,,,,35,"20,514286","819,428571","6,767677","271,565152",,,,3,5,150,"1,75","52,5",32,"11,75","515,625","3,851786","170,927715",,,1,1,7,210,"2,45","73,5",33,"13,515152","421,818182","4,39157","137,391873",
1642700,952,856,,,,,,,96,"1,03125","15,46875",",308533","4,62799",,,,1,2,35,",518519","9,074074",951,"5,148265","119,490011","1,4741","34,163909",,654,254,10,3,180,",979543","58,772549",34,"4,411765","264,705882","1,20663","72,397779",,303,123,203,"3,694581","184,211823","1,019946","50,870828",323,"6,213622","332,027864","1,698907","90,940878",,71,15,,,,,,866,"1,770208","98,764434",",494265","27,68708",,14,792,7,5,140,"1,414488","39,041394",139,"3,755396","255,107914",",987786","67,773054",,,,6,"7,166667","102,5","2,590686","37,058824",946,"14,269556","332,383721","4,034843","94,246153",,214,10,,,,,,728,"2,850275","171,016484",",823428","49,405659",,1,268,56,"4,107143","118,214286",",961968","27,677249",627,"6,821372","210,901116","1,999148","61,254614",,1,75,173,"8,67052","279,537572","2,489796","80,160804",703,"17,600284","594,623044","4,721461","160,093826",,7,59,254,"6,059055","232,244094","1,671872","63,916241",632,"9,455696","368,053797","2,596202","100,907104",,10,55,333,"9,078078","278,288288","2,513083","77,015613",554,"14,882671","519,043321","4,061099","141,558622",
1642701,904,1,,,,,,,903,"1,992248","44,767442",",639821","14,374812",,2,,,,,,,902,"2,555432","130,382483",",806902","41,280395",,690,26,43,3,180,",967626","58,057552",145,"4,013793","240,827586","1,26782","76,069217",,423,20,28,"4,964286","148,928571","1,516652","45,499558",433,"10,789838","323,69515","3,466021","103,980617",,2,,,,,,,902,"1,661863","96,651885",",526385","30,631928",,,3,43,"4,232558","133,604651","1,465311","46,198871",858,"5,787879","220,052448","1,853304","70,428595",,,,1,6,90,"2,1","31,5",903,"14,100775","359,44629","4,524834","115,377137",,1,,19,2,"90,789474",",645819","29,32499",884,"3,727376","179,168552","1,193354","57,320565",,4,40,135,"2,385185","94,703704",",645961","25,466708",725,"3,553103","148,827586","1,162641","48,643366",,1,39,179,"7,888268","333,603352","2,486266","106,189148",685,"17,769343","710,671533","5,659829","227,076921",,1,10,27,"5,925926","183,888889","1,697163","52,747962",866,"8,497691","267,678984","2,675758","84,37816",,2,1,10,"8,4",255,"2,74037","82,988889",891,"16,04826","595,707071","4,969404","184,202127",
1642702,621,,,,,,,,621,"2,009662","35,869565",",58033","10,338641",,4,,,,,,,617,"1,116694","47,641815",",321027","13,748314",,373,146,29,3,"178,965517",",889709","53,068039",73,"4,739726","283,150685","1,209957","72,293562",,58,189,123,"2,96748","166,829268",",824764","46,630007",251,"5,179283","298,386454","1,449806","83,570273",,399,3,15,1,45,",273342","12,300416",204,"2,544118","147,156863",",704272","40,726768",,,,1,3,150,",617647","30,882353",620,"14,78871","584,370968","4,181218","165,835392",,,,,,,,,621,"18,003221","450,925926","5,077692","127,556025",,26,51,1,2,110,",7","38,5",543,"2,655617","159,61326",",764067","45,90472",,586,4,5,"1,4",90,",368911","23,690196",26,"4,884615","332,692308","1,183413","79,869178",,1,20,51,"9,058824","335,882353","2,484866","91,366791",549,"20,242259","739,954463","5,625462","204,842164",,365,51,65,"6,030769","252,230769","1,682266","69,718136",140,"10,1","357,75","2,769067","98,584535",,37,142,319,"9,122257","286,363636","2,536757","79,833984",123,"11,658537","375,691057","3,353714","107,98005",
1642703,439,6,,,,,,,433,"1,023095","19,133949",",332578","6,224578",,,4,134,2,"30,037313",",653794","9,819343",301,"3,172757","78,07309","1,025836","25,299448",,340,41,29,3,150,"1,01616","50,807978",29,"4,034483","201,551724","1,281854","64,03238",,190,5,14,"2,5","148,928571",",780951","46,482045",230,"5,247826","311,565217","1,681373","99,850145",,181,,,,,,,258,"1,593023","94,651163",",50907","30,265843",,4,2,8,3,"151,875",",985684","50,066328",425,"22,967059","751,505882","7,348804","240,770627",,,,3,4,105,"1,4","36,75",436,"14,243119","381,009174","4,596454","123,394392",,14,70,3,2,90,",688889",31,352,"2,019886","121,193182",",650441","39,026465",,397,6,11,"2,090909","62,727273",",707071","21,212121",25,"4,88","146,4","1,484589","44,537663",,,1,3,"9,666667",280,"2,622988","76,275862",435,"22,232184","673,37931","7,11547","215,59869",,2,24,168,"5,35119","160,535714","1,682189","50,465682",245,"10,240816","307,163265","3,277567","98,305587",,3,11,47,"10,297872","238,404255","3,313589","76,603693",378,"15,150794","390,608466","4,823676","124,289316",
1642704,310,5,,,,,,,305,"1,042623","15,786885",",361183","5,469386",,1,169,12,"1,75",30,",613195","10,533457",128,"2,304688","54,257813",",796447","18,757425",,172,138,,,,,,,,,,,,62,58,88,"3,147727","146,761364","1,081442","50,444923",102,"4,686275","216,568627","1,621592","74,944639",,4,,,,,,,306,"2,647059","148,235294",",906067","50,846545",,,28,11,"3,181818","136,363636","1,13429","48,709729",271,"20,424354","671,623616","6,998458","230,222473",,,5,26,"2,461538","95,769231",",859229","33,544947",279,"4,18638","190,448029","1,444383","65,796362",,14,12,51,1,90,",351875","31,668733",233,"2,476395","189,141631",",850923","64,868045",,299,5,1,2,60,",7",21,5,"4,4",144,"1,547368","50,842105",,,2,40,"7,425","223,125","2,59979","78,124963",268,"12,626866","379,253731","4,306593","129,344347",,88,5,3,5,"143,333333","1,805263","51,763158",214,"10,350467","305,303738","3,57861","105,543876",,3,3,13,"8,769231","290,769231","2,742762","91,14388",291,"21,195876","746,082474","7,315575","257,690502",
1642705,74,1,,,,,,,73,"1,315068","54,246575",",427699","17,624766",,3,17,5,"1,8",38,",63","13,3",49,"5,142857","231,938776","1,655999","74,5252",,55,9,9,3,180,",987935","59,276094",1,4,240,"1,037037","62,222222",,,32,15,"5,2",162,"1,668074","51,66",27,"8,37037","312,777778","2,601002","96,919607",,12,1,2,1,45,",315","14,175",59,"4,322034","309,661017","1,344018","96,691571",,4,19,19,3,"130,263158",",988361","42,7983",32,"3,9375","346,40625","1,255875","110,813852",,,,,,,,,74,"6,297297","283,581081","2,031845","91,449668",,11,26,14,2,90,",663947","29,877601",23,3,135,",991467","44,616008",,2,32,13,2,80,",7",28,27,"4,592593","280,925926","1,473231","89,051091",,,,1,7,210,"2,45","73,5",73,"29,123288","968,561644","9,282821","308,667221",,,1,7,"5,857143",240,"1,717778","68,6",66,"11,954545","500,681818","3,872674","162,525377",,,5,4,9,"453,75","2,510926","127,322222",65,"16,507692","683,538462","5,323935","219,498756",
1642706,505,26,,1,1,10,",259259","2,592593",478,"1,884937","29,079498",",635389","9,851826",,198,38,46,"1,26087",30,",428972","10,13981",223,"1,811659","76,255605",",600158","25,392617",,309,196,,,,,,,,,,,,175,13,52,"3,480769",145,"1,194258","49,624318",265,"6,339623","327,849057","2,161272","111,757151",,424,3,18,1,45,",335427","15,094227",60,"2,683333","110,75",",851675","35,360225",,,28,,,,,,477,"57,865828","1570,953878","19,504513","530,417983",,,340,95,"4,031579","92,631579","1,361403","31,42144",70,"5,9","336,285714","2,058046","117,480914",,8,30,,,,,,467,"2,668094","160,085653",",908641","54,518455",,488,1,2,2,60,",780186","23,405573",14,"4,928571","147,857143","1,640741","49,222222",,,2,2,8,285,"2,8","99,75",501,"16,668663","648,383234","5,606042","218,258242",,396,10,57,"5,122807","307,368421","1,685288","101,117248",42,"6,404762","384,285714","2,254499","135,26994",,1,16,16,"7,75","232,5","2,534583","76,037491",472,"22,042373","933,813559","7,442232","315,21862",
1642707,481,5,,,,,,,476,"1,277311","19,191176",",424384","6,376795",,,74,26,2,30,",651599","9,773984",381,"3,900262","110,669291","1,295596","36,870307",,357,112,12,3,180,"1,007176","60,430556",,,,,,,343,25,59,"5,016949","150,508475","1,658219","49,746574",54,"6,87037","206,111111","2,244141","67,324226",,309,4,,,,,,168,"1,863095","111,547619",",602289","36,054007",,3,78,116,"2,146552","123,965517",",728952","42,034706",284,"3,658451","215,704225","1,21852","71,806027",,,4,63,6,"107,460317","2,005971","35,914752",414,"8,794686","186,413043","2,941424","62,469535",,9,14,,,,,,458,"2,792576","167,554585",",93449","56,069418",,30,108,263,"2,072243","62,395437",",719328","21,635156",80,"4,875","151,875","1,623804","51,031877",,,,,,,,,481,"25,097713","765,218295","8,254953","251,842275",,35,136,117,"4,863248","155,897436","1,604505","51,097673",193,"7,875648","296,42487","2,633806","98,874273",,1,3,1,8,190,"2,8","66,5",476,"21,508403","625,987395","7,059441","205,943411",
1642708,439,,,,,,,,439,"1,038724","15,615034",",319349","4,802202",,,5,,,,,,434,"4,373272","160,78341","1,3299","49,211456",,389,3,9,3,180,",979848","58,79085",38,"4,815789","288,947368","1,437131","86,227845",,195,24,111,"4,693694","171,351351","1,289823","47,240555",109,"5,743119","202,568807","1,857488","65,809948",,3,,,,,,,436,"3,862385","239,472477","1,161148","71,644002",,,19,240,3,"134,9375",",920725","41,4164",180,"4,922222","328,75","1,496913","99,839067",,,,,,,,,439,"6,90205","339,77221","2,127224","104,551614",,1,2,,,,,,436,"3,775229","226,479358","1,156161","69,357631",,200,31,23,"2,043478","63,913043",",690804","21,400458",185,"6,216216","186,648649","1,850613","55,56043",,,5,69,"8,101449","251,73913","2,575746","79,968803",365,16,"524,712329","4,72366","154,771524",,141,71,51,"5,470588","301,176471","1,659916","91,051852",176,"7,670455","431,931818","2,286494","128,536828",,,,,,,,,439,"19,876993","834,259681","5,953428","250,027606",
1642709,907,191,,,,,,,716,"1,108939","16,675978",",329686","4,955957",,56,5,10,"1,8",30,",537714","8,858445",836,"1,895933","78,839713",",553975","23,25633",,704,5,22,3,180,",913025","54,781511",176,4,240,"1,18947","71,368198",,455,18,22,"4,772727","173,863636","1,345425","49,002308",412,"9,34466","380,86165","2,659558","108,601115",,383,24,,,,,,500,"2,784","174,84",",792259","49,644359",,3,47,98,"2,397959","125,306122",",750369","39,410934",759,4,"245,902503","1,184425","72,752227",,1,79,109,"3,229358","93,440367",",974265","28,224607",718,"5,289694","225,243733","1,573559","67,052877",,4,14,,,,,,889,"2,865017","171,901012",",85624","51,374413",,814,7,5,"2,6",96,",63648","24,090953",81,"6,62963","219,259259","1,867584","61,360938",,,3,56,"8,964286","268,928571","2,653265","79,597941",848,"17,126179","513,785377","4,932898","147,986949",,74,13,118,"6,728814","201,864407","1,785085","53,552556",702,"7,994302","239,82906","2,355955","70,678641",,11,17,20,"8,5","262,5","2,528815","77,674787",859,"26,417928","893,154831","7,626434","257,840545",
1642710,210,,,,,,,,210,"1,02381","20,333333",",326873","6,489619",,,4,11,2,30,",668816","10,032246",195,"3,717949","105,25641","1,170332","33,175342",,177,7,23,3,180,",944779","56,686734",3,4,200,"1,279012","63,950617",,90,11,24,"3,541667",180,",968162","49,663793",85,"4,035294","229,058824","1,296176","73,271217",,34,,,,,,,176,"1,306818","78,323864",",408202","24,462289",,,,,,,,,210,"8,552381","388,857143","2,701492","121,491095",,,,,,,,,210,"7,552381","291,404762","2,379213","91,977926",,2,,,,,,,208,"4,331731","259,903846","1,36611","81,966615",,169,,16,"4,4375","88,75","1,30982","26,196403",25,"4,6",120,"1,546375","39,111242",,,4,75,"8,906667","244,866667","2,840272","77,875432",131,"16,862595","411,641221","5,220458","127,702594",,79,4,,,,,,127,"18,685039","1612,677165","5,781937","498,630668",,3,1,1,8,270,"2,8","94,5",205,"25,765854","788,926829","8,014875","245,513865",
1642711,137,7,,,,,,,130,"1,230769","26,230769",",347202","7,353089",,1,,12,2,40,",682974","13,659484",124,"4,419355","97,983871","1,211268","26,864665",,92,9,35,3,180,",887287","53,237247",1,4,240,",666667",40,,14,32,52,"5,865385","179,423077","1,580651","48,389478",39,"7,128205","253,846154","2,171049","77,256395",,32,,,,,,,105,"3,885714","233,142857","1,065946","63,95677",,,13,,,,,,124,"3,58871","315,483871","1,030359","90,290027",,,,,,,,,137,"14,343066","670,036496","4,130071","193,11117",,,,8,2,"103,75",",556028","28,759738",129,"4,55814","254,728682","1,305904","72,989465",,135,1,,,,,,1,4,120,"1,4",42,,,1,2,"9,5",390,"2,7125","111,125",134,"23,992537","905,037313","6,62736","250,36015",,,1,,,,,,136,"17,389706","551,470588","4,816538","153,130485",,,1,1,9,405,"2,863636","128,863636",135,"16,42963","785,111111","4,556846","217,509097",
1642712,42,,,,,,,,42,"1,047619","30,952381",",3143","9,292155",,,,1,2,30,",482759","7,241379",41,"5,341463","115,609756","1,574705","34,119961",,29,13,,,,,,,,,,,,2,1,2,4,160,"1,333333","53,333333",37,"11,243243","449,72973","3,386982","135,479278",,26,1,,,,,,15,"6,733333","134,666667","1,962324","39,246472",,,14,18,"5,333333","138,888889","1,676421","43,693144",10,"10,7",606,"3,103699","178,874909",,,,,,,,,42,"16,047619","589,52381","4,836942","176,82397",,41,,,,,,,1,2,120,",482759","28,965517",,6,22,1,4,110,",903226","24,83871",13,"5,769231","166,153846","1,764042","50,475437",,,4,2,7,"357,5","2,280303","116,931818",36,"16,777778",725,"4,846495","210,978863",,,,1,6,180,"1,448276","43,448276",41,"14,97561","599,02439","4,390428","175,617117",,,,3,"9,666667","386,666667","2,5",100,39,"15,282051","605,641026","4,473331","177,571599",
1642713,28,1,,,,,,,27,"1,259259","75,555556",",355897","21,35381",,,,,,,,,28,4,"101,25","1,169424","29,628642",,13,3,10,3,180,",894939","53,696322",2,"4,5",260,"1,148148","66,296297",,,,,,,,,28,"14,571429","442,142857","4,149424","125,946244",,,,,,,,,28,"3,892857","200,357143","1,132129","58,228076",,1,4,1,3,150,",724138","36,206897",22,"4,181818",350,"1,173755","99,074066",,,,,,,,,28,"22,928571","826,607143","6,601846","236,866797",,,,,,,,,28,"4,178571","250,714286","1,198477","71,908623",,2,,4,"1,25",75,",398468","23,908046",22,3,180,",832945","49,976695",,,,3,10,300,"2,565656","76,969697",25,"14,64","440,8","4,201079","126,456362",,,2,2,"5,5",165,"1,75","52,5",24,"10,208333","306,25","2,895736","86,872069",,,,,,,,,28,"21,285714","851,428571","6,073112","242,924492",
1642714,35,,,,,,,,35,"1,685714",33,",486626","9,51658",,,1,,,,,,34,"8,117647","112,058824","2,214393","31,567778",,20,15,,,,,,,,,,,,2,3,2,"2,5",135,",933334","50,166667",28,"9,214286","470,357143","2,443348","124,985654",,,7,,,,,,28,"3,642857","173,571429","1,012621","48,332567",,1,17,7,"2,857143","132,857143",",904902","42,078431",10,"4,1",243,"1,019315","59,990309",,,,,,,,,35,"29,314286","252,142857","8,08764","70,335496",,,16,4,"3,75",105,",910294","25,246324",15,"4,466667",150,"1,146287","38,46848",,32,,1,4,120,",823529","24,705882",2,"5,5",165,"1,642308","49,269231",,,,1,9,450,"2,1",105,34,"23,323529","1013,823529","6,381437","276,575806",,,2,10,"6,3",378,"1,670226","100,213587",23,"9,130435","530,434783","2,560535","148,17121",,,1,3,"10,666667",350,"2,737179","91,115385",31,"17,612903","622,258065","4,936383","175,504786",
1642715,359,300,,,,,,,59,"1,220339","18,305085",",340099","5,101493",,1,1,1,2,30,",7","10,5",356,"3,547753","152,963483","1,106254","48,306836",,246,18,26,2,150,",68604","51,452991",69,3,"210,434783",",935629","65,646193",,110,44,61,"3,655738","166,47541","1,074396","48,919731",144,"5,416667","245,833333","1,67778","76,107263",,140,,19,1,45,",306328","13,784781",200,"2,77","158,175",",864105","49,441518",,210,35,85,"1,105882","123,176471",",356717","39,860593",29,"3,241379","195,172414","1,008125","60,941176",,,2,,,,,,357,"9,929972","435,770308","3,123388","137,323115",,2,3,2,2,105,",7","36,75",352,"3,778409","235,482955","1,196454","74,625323",,231,62,31,"2,387097","69,83871",",744965","21,830417",35,"5,685714","169,571429","1,719605","51,277031",,1,,1,7,350,"2,45","122,5",357,"29,633053","1081,610644","9,082541","332,48512",,127,104,52,"4,942308","296,538462","1,585111","95,106659",76,"8,328947","499,736842","2,596013","155,760772",,1,3,25,"7,88","236,4","2,619407","78,582222",330,"16,809091","504,484848","5,09954","153,060436",
