PDS,ANZ_S,RTS_E55010.0,RTS_E55010.1,RTS_E55010.3,RTS_E55010.3.MW_A_PR,RTS_E55010.3.MW_M_PR,RTS_E55010.3.MW_A_PW,RTS_E55010.3.MW_M_PW,RTS_E55010.4,RTS_E55010.4.MW_A_PR,RTS_E55010.4.MW_M_PR,RTS_E55010.4.MW_A_PW,RTS_E55010.4.MW_M_PW,RTS_E55010.9,RTS_E55020.0,RTS_E55020.1,RTS_E55020.3,RTS_E55020.3.MW_A_PR,RTS_E55020.3.MW_M_PR,RTS_E55020.3.MW_A_PW,RTS_E55020.3.MW_M_PW,RTS_E55020.4,RTS_E55020.4.MW_A_PR,RTS_E55020.4.MW_M_PR,RTS_E55020.4.MW_A_PW,RTS_E55020.4.MW_M_PW,RTS_E55020.9,RTS_E55030.0,RTS_E55030.1,RTS_E55030.3,RTS_E55030.3.MW_A_PR,RTS_E55030.3.MW_M_PR,RTS_E55030.3.MW_A_PW,RTS_E55030.3.MW_M_PW,RTS_E55030.4,RTS_E55030.4.MW_A_PR,RTS_E55030.4.MW_M_PR,RTS_E55030.4.MW_A_PW,RTS_E55030.4.MW_M_PW,RTS_E55030.9,RTS_E55040.0,RTS_E55040.1,RTS_E55040.3,RTS_E55040.3.MW_A_PR,RTS_E55040.3.MW_M_PR,RTS_E55040.3.MW_A_PW,RTS_E55040.3.MW_M_PW,RTS_E55040.4,RTS_E55040.4.MW_A_PR,RTS_E55040.4.MW_M_PR,RTS_E55040.4.MW_A_PW,RTS_E55040.4.MW_M_PW,RTS_E55040.9,RTS_E55050.0,RTS_E55050.1,RTS_E55050.3,RTS_E55050.3.MW_A_PR,RTS_E55050.3.MW_M_PR,RTS_E55050.3.MW_A_PW,RTS_E55050.3.MW_M_PW,RTS_E55050.4,RTS_E55050.4.MW_A_PR,RTS_E55050.4.MW_M_PR,RTS_E55050.4.MW_A_PW,RTS_E55050.4.MW_M_PW,RTS_E55050.9,RTS_E55060.0,RTS_E55060.1,RTS_E55060.3,RTS_E55060.3.MW_A_PR,RTS_E55060.3.MW_M_PR,RTS_E55060.3.MW_A_PW,RTS_E55060.3.MW_M_PW,RTS_E55060.4,RTS_E55060.4.MW_A_PR,RTS_E55060.4.MW_M_PR,RTS_E55060.4.MW_A_PW,RTS_E55060.4.MW_M_PW,RTS_E55060.9,RTS_E55070.0,RTS_E55070.1,RTS_E55070.3,RTS_E55070.3.MW_A_PR,RTS_E55070.3.MW_M_PR,RTS_E55070.3.MW_A_PW,RTS_E55070.3.MW_M_PW,RTS_E55070.4,RTS_E55070.4.MW_A_PR,RTS_E55070.4.MW_M_PR,RTS_E55070.4.MW_A_PW,RTS_E55070.4.MW_M_PW,RTS_E55070.9,RTS_E55080.0,RTS_E55080.1,RTS_E55080.3,RTS_E55080.3.MW_A_PR,RTS_E55080.3.MW_M_PR,RTS_E55080.3.MW_A_PW,RTS_E55080.3.MW_M_PW,RTS_E55080.4,RTS_E55080.4.MW_A_PR,RTS_E55080.4.MW_M_PR,RTS_E55080.4.MW_A_PW,RTS_E55080.4.MW_M_PW,RTS_E55080.9,RTS_E55090.0,RTS_E55090.1,RTS_E55090.3,RTS_E55090.3.MW_A_PR,RTS_E55090.3.MW_M_PR,RTS_E55090.3.MW_A_PW,RTS_E55090.3.MW_M_PW,RTS_E55090.4,RTS_E55090.4.MW_A_PR,RTS_E55090.4.MW_M_PR,RTS_E55090.4.MW_A_PW,RTS_E55090.4.MW_M_PW,RTS_E55090.9
7821247,247,,2,3,"30,333333","916,666667","6,963343","209,440937",242,"54,27686","1892,623967","15,510155","540,510927",,139,64,34,"4,235294","250,441176","1,170393","69,137009",10,"6,5",386,"1,96915","116,893137",,100,20,27,"5,62963","198,888889","1,450011","51,960414",100,"7,58","257,7","2,235543","76,436232",,,,15,"5,266667",152,"1,705589","49,158415",232,"8,107759","268,318966","2,420046","79,840892",,90,93,,,,,,64,2,120,",568465","34,107898",,98,34,26,"2,5","34,038462",",786145","10,649965",89,"3,752809","127,640449",",996851","34,723785",,33,22,12,"2,666667",45,",786924","13,553863",180,"11,805556","313,333333","3,379347","89,176304",,7,,,,,,,240,"2,504167","37,625",",742689","11,162214",,104,70,22,"6,272727","188,181818","1,655612","49,668351",51,"8,117647","243,529412","2,30399","69,119694",
7821248,120,1,9,20,"19,2",831,"4,641766","200,503902",90,"38,666667","1631,666667","9,657727","408,30972",,11,81,16,"5,8125",315,"1,401974","75,617949",12,"10,5","610,416667","2,268447","128,525688",,53,24,23,"4,826087","217,608696","1,084257","48,671902",20,"6,35","295,5","1,592224","73,472115",,2,2,12,"3,083333","151,666667",",868395","42,771607",104,"5,807692","279,951923","1,523209","73,120825",,120,,,,,,,,,,,,,92,2,12,1,30,",243016","7,290481",14,"1,928571","82,5",",491614","21,335874",,3,2,27,"1,148148",45,",310238","12,284394",88,"3,795455","124,090909",",949894","31,276044",,109,,,,,,,11,"1,454545","42,272727",",38299","10,743956",,11,2,3,6,190,"1,568264","49,640523",104,"25,211538","986,826923","6,173347","240,620604",
7821249,221,,,4,21,"568,75","7,35","199,0625",217,"46,345622","1624,792627","15,04438","527,549487",,30,107,42,"3,690476","212,857143","1,22047","70,633426",42,"6,357143","324,285714","2,099058","107,167294",,35,8,9,"4,111111",165,"1,258798","50,51095",169,"6,142012","249,023669","2,012757","81,546763",,,32,145,"4,875862","137,172414","1,606885","45,278978",44,"6,613636","200,795455","2,121796","64,815821",,221,,,,,,,,,,,,,64,15,,,,,,142,"2,007042","107,957746",",652239","35,129055",,88,44,11,3,45,",917035","13,755526",78,"4,564103","73,076923","1,4835","23,792166",,64,,,,,,,157,"1,464968","25,22293",",488018","8,388591",,67,42,26,"4,384615","184,423077","1,164975","48,817802",86,"5,476744","219,883721","1,836065","73,994527",
7821250,63,,2,5,"20,2",726,"5,923922","213,20719",56,"34,125","1215,535714","10,851975","385,601147",,46,15,1,4,240,"1,217391","73,043478",1,8,360,"2,074074","93,333333",,18,10,11,4,"160,909091","1,235017","49,636364",24,"5,375","230,625","1,813251","77,772234",,,56,5,"5,4",128,"1,618051","38,401072",2,6,"217,5","1,690822","61,461353",,6,,,,,,,57,"5,666667",260,"1,838918","84,286387",,6,,3,2,30,",579013","8,685185",54,"4,722222","210,185185","1,555867","69,119771",,,29,2,2,45,",7","15,75",32,"2,125","70,78125",",695124","23,237152",,63,,,,,,,,,,,,,2,2,,,,,,59,"10,915254","655,169492","3,488913","209,529904",
7821251,1015,2,29,113,"21,20354","635,575221","6,771103","202,947263",871,"37,322618","1119,919633","12,02026","360,669919",,21,751,95,"6,621053","224,947368","2,100291","70,904408",148,"9,993243","441,216216","3,144499","139,381445",,31,35,199,"4,482412","134,472362","1,440675","43,220246",750,"7,777333","233,58","2,504049","75,196151",,2,,27,"5,814815","164,444444","2,025036","57,234973",986,"8,382353","271,247465","2,71793","88,396306",,268,342,403,2,90,",659778","29,690021",2,3,135,"1,05","47,25",,150,3,44,"1,045455","30,454545",",344907","10,070286",818,"1,535452","82,145477",",49661","26,659489",,2,2,29,"2,827586","49,310345",",968571","16,787795",982,"6,684318","179,455193","2,154126","57,904429",,8,,,,,,,1007,"1,011917","15,193644",",331332","4,975192",,537,103,79,"4,658228","142,025316","1,485396","45,163952",296,"9,347973","309,527027","2,885259","95,721731",
7821252,40,,,,,,,,40,"56,475","1936,5","14,757914","504,228173",,9,15,2,"6,5","277,5","2,058824","78,75",14,"16,928571","562,5","4,090184","135,947595",,35,2,1,4,240,",848485","50,909091",2,19,600,"3,768304","120,826873",,,32,5,5,125,"1,387037","34,675926",3,6,185,"1,481223","45,671026",,40,,,,,,,,,,,,,,16,7,2,30,",52934","7,940099",17,"9,470588","141,764706","2,710073","39,243925",,19,,19,1,45,",264189","11,888493",2,2,90,",471381","21,212121",,,,,,,,,40,"1,775","28,875",",491468","7,949548",,1,5,1,3,120,"1,05",42,33,"25,878788","860,909091","6,577905","218,82141",
7821253,535,,1,,,,,,534,"60,810861","1989,035581","19,070305","624,296699",,99,255,77,"3,87013","231,818182","1,198831","72,230244",104,"5,990385","454,903846","1,909424","145,309118",,5,22,19,"4,473684","158,947368","1,387583","49,538986",489,"7,676892","366,707566","2,40994","115,209046",,,1,2,"5,5",145,"1,925","50,75",532,"8,349624","297,114662","2,658121","94,785109",,219,316,,,,,,,,,,,,172,21,7,"1,571429",30,",509788","9,68254",335,"4,083582","151,731343","1,295023","48,215599",,18,14,2,2,45,",727632","16,164474",501,"2,141717","98,323353",",680537","31,289982",,12,,,,,,,523,"1,240918","26,128107",",395447","8,35155",,40,38,22,"5,272727","180,454545","1,497569","51,166097",435,"21,478161","701,413793","6,739698","220,656019",
7821254,58,,,1,37,1265,"6,317073","215,97561",57,"43,807018","1458,947368","13,984228","463,598762",,,19,34,"4,441176","232,5","1,465642","77,036263",5,"6,2",333,"1,983684","104,600323",,1,9,28,"5,535714","166,071429","1,670958","50,128727",20,"6,95","208,5","2,438031","73,140941",,,4,22,3,"149,318182",",98497","49,212217",32,"5,125","247,03125","1,592693","77,612414",,58,,,,,,,,,,,,,2,,,,,,,56,"2,5","174,107143",",785958","54,942782",,1,34,12,2,"47,5",",574727","13,574685",11,"3,181818","66,363636",",983208","20,508448",,,,,,,,,58,"1,62069","42,241379",",515289","13,452039",,1,4,3,"4,666667",170,"1,436798","52,750896",50,"9,1","360,6","2,815845","112,260071",
7821255,1027,,20,147,"21,44898","648,095238","6,826886","206,371619",860,"37,826744","1154,430233","11,857145","362,008148",,177,267,183,"3,907104","235,464481","1,216434","73,328171",400,"8,2375","553,2875","2,567464","172,122677",,293,31,107,"3,700935","155,046729","1,107542","45,930845",596,"5,182886","228,52349","1,665957","73,800163",,,,7,6,"145,714286","2,022222","49,25",1020,"10,257843","312,264706","3,269232","99,894974",,199,666,149,2,105,",634641","33,318623",13,"2,615385","148,846154",",824644","46,75641",,1,352,82,"2,207317",40,",701032","12,790743",592,"8,285473","265,819257","2,653576","85,117563",,162,92,6,"1,5",45,",494753","15,069445",767,"2,662321","120,136897",",834295","37,839153",,6,,,,,,,1021,"2,305583","44,064643",",7458","14,354319",,451,96,83,"4,915663","147,46988","1,562617","46,878515",397,"10,571788","317,68262","3,285852","98,740143",
7821256,82,,,,,,,,82,"59,829268","1823,47561","17,819837","543,391467",,,36,36,"4,277778","244,861111","1,403487","80,299017",10,"6,5",374,"2,147963","123,459259",,,,,,,,,82,"14,756098","664,02439","4,476252","201,431347",,,82,,,,,,,,,,,,,,82,2,90,",608016","27,360725",,,,,,,,,,,,,,82,"4,109756","256,646341","1,247156","77,995751",,,3,,,,,,79,"2,924051","81,898734",",877229","24,572699",,50,,,,,,,32,1,15,",299033","4,485504",,,2,37,"6,945946","223,378378","1,782768","57,343799",43,"7,046512","228,139535","2,435514","78,868999",
7821257,204,,2,13,"28,230769","751,153846","7,564171","203,036",189,"49,386243","1697,883598","14,225392","489,129517",,76,102,21,"4,095238",235,"1,18273","68,662198",5,"8,4",455,"2,182187","119,278522",,38,91,30,"3,3",167,",985304","49,728918",45,"5,155556","258,666667","1,577477","78,362883",,,,,,,,,204,"8,857843","343,676471","2,592047","100,937931",,204,,,,,,,,,,,,,25,10,23,"1,347826","33,913043",",408058","10,290736",146,4,"132,945205","1,16115","39,1231",,82,41,32,"1,75",45,",528553","13,625715",49,"4,367347","94,081633","1,23886","26,936658",,138,,,,,,,66,"2,075758","43,409091",",568085","12,1332",,18,99,33,"3,424242","155,454545","1,023288","46,6092",54,"7,925926","569,259259","2,137942","153,85337",
7821258,2205,,60,95,"20,168421","690,947368","5,939522","203,268211",2050,"37,297073","1349,37561","11,357065","411,354358",,1270,559,139,"4,064748","251,223022","1,19621","73,06325",237,"6,50211","426,455696","2,009983","131,996387",,96,248,664,"3,545181","168,456325","1,067071","50,813045",1197,"5,215539","247,669173","1,575852","74,94563",,1,954,938,"3,767591","140,447761","1,160868","43,403255",312,"5,939103","213,846154","1,778016","64,674919",,2205,,,,,,,,,,,,,437,44,8,"1,25","32,5",",403472","10,581019",1716,"1,600233","96,048951",",496888","29,813376",,524,1419,,,,,,262,"2,118321","63,549618",",622428","18,672845",,2204,,,,,,,1,1,30,",205882","6,176471",,265,99,43,"5,534884","176,162791","1,621144","51,532454",1798,"16,508899","503,39822","5,089382","155,194885",
7821259,228,,3,18,"33,722222","1011,666667","6,611953","198,358596",207,"54,917874","1656,859903","13,611598","410,577634",,115,71,29,5,"292,758621","1,232433","72,105458",13,"7,769231","452,307692","2,073656","121,275991",,40,61,64,"6,15625","214,21875","1,425436","50,286125",63,"7,31746","250,952381","2,006386","69,378636",,,24,47,"2,978723","148,085106",",830182","41,192117",157,"4,910828","258,535032","1,234028","65,050767",,151,77,,,,,,,,,,,,48,,,,,,,180,"2,283333","124,888889",",582003","31,684566",,,14,21,"2,619048","47,857143",",785786","15,049608",193,"5,020725","112,176166","1,188549","27,22953",,223,,,,,,,5,1,30,",234539","7,036165",,125,53,17,"7,588235","216,176471","1,936933","51,766363",33,"14,606061","372,727273","3,704683","93,97057",
7821260,1295,,8,28,"19,642857","628,035714","6,232726","199,635749",1259,"53,314535","1698,399523","17,935205","570,676283",,814,294,41,"3,317073","214,390244","1,088087","70,710673",146,"11,541096","963,184932","3,705117","309,438362",,550,17,202,"5,084158","172,524752","1,612269","54,732366",526,"6,347909","221,026616","2,183723","75,870439",,,60,467,"5,501071","147,119914","1,883045","50,366039",768,"8,540365","220,208333","2,868235","73,941185",,905,390,,,,,,,,,,,,445,51,6,"1,833333",30,",641667","10,5",793,"2,397226","93,32913",",803697","31,171566",,587,528,35,"1,971429",45,",646977","14,781989",145,"2,241379","65,482759",",710865","20,848118",,200,38,1,2,10,",7","3,5",1056,"1,555871","20,071023",",522843","6,75134",,1025,64,29,5,150,"1,547149","46,414475",177,"10,033898","303,728814","3,272057","98,972434",
7821261,313,,15,58,"21,172414","649,827586","6,647673","204,149904",240,"38,020833","1229,145833","11,743981","379,50028",,12,17,14,"4,142857","242,857143","1,326852","77,027778",270,"8,007407","580,518519","2,509575","181,786542",,156,46,53,"3,339623","146,415094","1,014315","44,698968",58,"5,172414","247,327586","1,597294","76,401227",,,50,97,"4,907216","141,907216","1,489555","43,940428",166,"6,048193","205,03012","1,894723","64,833724",,93,169,43,2,"91,744186",",64139","29,381537",8,"2,25","127,5",",69001","39,046784",,1,50,29,2,"34,655172",",629818","10,916759",233,"6,871245","164,077253","2,164426","51,68413",,3,21,11,1,45,",276015","12,420677",278,"3,478417","122,374101","1,098708","38,667362",,9,,,,,,,304,"1,634868","35,592105",",518562","11,25057",,84,123,8,"1,625","148,75",",535938","48,125",98,"13,081633","1422,040816","3,911242","424,841038",
7821262,65,,2,9,19,"668,333333","5,712346","202,308642",54,"29,5","1176,666667","8,707058","348,584578",,1,34,2,4,215,"1,154882","61,338384",28,"10,714286","541,785714","3,084888","155,431289",,21,8,8,"4,75","161,25","1,35625","46,229167",28,"6,107143","353,571429","1,692038","98,442904",,,4,16,"4,0625","149,0625","1,182784","44,389131",45,"8,022222","431,555556","2,471312","132,927321",,30,4,,,,,,31,"2,290323","137,419355",",662049","39,722932",,42,,,,,,,23,"2,043478","99,130435",",581664","28,068266",,18,4,,,,,,43,"4,860465","113,72093","1,420884","33,383351",,59,,,,,,,6,1,"19,166667",",247839","4,790123",,25,10,13,"5,615385","168,461538","1,634117","49,023516",17,"10,176471","305,294118","2,986629","89,598856",
7821263,374,,1,5,"22,4",672,"7,331852","220,046296",368,"38,891304","1348,491848","12,481651","432,060707",,113,187,37,"4,297297","230,810811","1,354825","72,734691",37,"7,027027","428,648649","2,191599","133,256018",,36,63,150,"4,96","148,8","1,601809","48,054277",125,"8,248","247,44","2,600614","78,018431",,,47,34,"4,5","134,117647","1,425926","43,055147",293,"6,081911","246,433447","1,958284","79,778908",,241,16,6,2,90,",639506","28,777778",111,"2,027027","121,621622",",666741","40,00443",,15,1,,,,,,358,"2,337989","89,106145",",747191","28,603849",,60,165,53,"2,245283",45,",708783","14,254208",96,"4,989583","192,5","1,555289","60,433215",,245,,,,,,,129,"1,046512","15,813953",",32765","4,944902",,254,61,14,"4,285714","152,142857","1,325926","47,638889",45,"9,266667","388,666667","2,961393","123,623002",
7821264,365,,1,1,26,670,"9,1","234,5",363,"52,92011","1575,068871","16,274543","484,265672",,2,106,212,"3,462264","207,54717","1,133633","67,969035",45,"5,533333","331,111111","1,737633","103,930494",,269,7,25,"5,56","166,8","1,678756","50,362667",64,"7,8125","234,375","2,401396","72,04189",,1,334,30,"6,466667",132,"1,848042","37,927509",,,,,,,365,,,,,,,,,,,,,9,,1,1,30,",35","10,5",355,"1,059155","46,774648",",33133","14,655168",,156,48,11,2,45,",554865","12,48445",150,"2,713333","126,5",",855471","40,141912",,215,,,,,,,150,"1,033333","58,4",",316241","18,007954",,283,82,,,,,,,,,,,
7821265,705,,21,64,"21,515625","640,78125","6,94874","207,123974",620,"42,959677","1283,75","13,774053","411,640752",,22,546,71,"4,774648","225,070423","1,546908","72,841978",66,"8,19697","404,621212","2,623013","129,2871",,341,60,54,"3,703704","166,666667","1,105005","49,725223",250,"5,656","254,52","1,822409","82,008382",,634,68,3,4,125,",965868","30,272331",,,,,,,478,196,5,2,90,",667692","30,046154",26,"3,192308","176,538462",",950723","52,587887",,366,1,174,"1,011494","30,114943",",335523","9,997728",164,"2,926829","155,335366",",942898","50,086409",,157,37,5,"2,4",46,",694815","13,559259",506,"2,403162","102,954545",",770855","33,306346",,38,,,,,,,667,"1,094453","16,911544",",359862","5,552478",,461,31,31,"5,548387","165,16129","1,698831","50,601119",182,"11,967033","357,912088","3,906273","116,841978",
7821266,34,,,2,"27,5","732,5","7,12963","189,907408",32,"40,71875","1140,3125","12,798362","358,362091",,3,26,4,"4,75",180,"1,685526","63,828947",1,10,465,"2,592593","120,555556",,9,20,5,"3,4",147,"1,153478","49,806522",,,,,,,1,10,12,"4,333333",145,"1,394568","46,640252",11,"6,181818","208,181818","1,808003","60,964095",,34,,,,,,,,,,,,,9,,,,,,,25,"1,12","85,2",",352927","26,040492",,34,,,,,,,,,,,,,34,,,,,,,,,,,,,24,6,4,3,150,",955762","48,21526",,,,,,
7821267,1372,,6,18,"23,277778","698,333333","7,313128","219,393827",1348,"53,030415","1628,790801","17,625622","541,064014",,663,609,80,"4,75",213,"1,567432","70,367443",20,"6,6","304,5","2,297304","104,969118",,523,170,645,"4,093023","122,790698","1,415426","42,462782",34,"6,147059","184,411765","2,131645","63,949346",,,880,461,"4,412148","138,145336","1,456384","45,648751",31,"5,774194","209,354839","1,877539","68,942055",,213,711,259,2,"93,822394",",673822","31,613999",189,2,120,",680684","40,841035",,12,,3,"1,333333","33,333333",",466667","11,666667",1357,"1,849668","92,608696",",619208","30,996544",,90,278,3,2,45,",725926","16,333333",1001,"2,659341","86,283716",",882566","28,735768",,249,,,,,,,1123,"1,455031","61,536064",",492654","20,724294",,633,79,36,"3,611111",140,"1,221399","47,419239",624,"7,886218","354,054487","2,603128","116,56183",
7821268,424,,16,93,"22,623656","696,344086","6,791193","208,95617",315,"31,907937","1054,460317","10,009694","330,834499",,344,66,8,"3,5",210,"1,111433","66,68599",6,"5,833333",375,"1,724074","112,04321",,51,65,84,"5,261905","162,142857","1,598928","49,078947",224,"6,745536","297,857143","2,11422","92,831934",,,31,236,"5,423729","147,20339","1,737486","47,375492",157,"7,592357","214,012739","2,311581","65,406614",,313,104,,,,,,7,"2,142857","128,571429",",584532","35,071895",,39,226,,,,,,159,"20,855346","107,830189","6,454486","35,18146",,268,80,47,"1,085106",45,",339381","14,105472",29,"2,482759","88,793103",",729081","26,310476",,191,,,,,,,233,"1,072961","17,188841",",339088","5,429535",,94,216,31,"4,645161","150,483871","1,471919","47,46645",83,"7,891566","384,337349","2,446684","119,045553",
7821269,123,,3,6,22,640,"6,752794","197,398635",114,"41,236842","1259,078947","12,900054","393,9724",,53,48,18,"3,555556","213,333333","1,095544","65,732657",4,6,360,"1,805093","108,305556",,11,10,46,"5,5","172,173913","1,662902","52,175544",56,"7,053571","220,178571","2,196313","68,627229",,,1,8,"4,625","153,75","1,383224","46,37643",114,"9,736842","389,166667","3,083652","123,45358",,26,60,,,,,,37,2,120,",633352","38,001138",,27,1,,,,,,95,"1,831579","119,842105",",571916","37,500666",,52,30,2,2,45,",555883","12,507353",39,"2,051282","95,769231",",661025","30,890829",,55,,,,,,,68,1,"44,779412",",314273","14,096872",,98,12,3,"5,666667",170,"1,651072","49,532164",10,"10,2",360,"2,746394","95,97549",
7821270,816,,20,52,"21,634615","673,942308","6,657319","208,258049",744,"47,803763","1850,725806","15,259089","590,486395",,244,184,126,"4,333333","228,214286","1,403389","74,250235",262,"8,519084","521,125954","2,626985","161,29157",,152,118,175,"3,874286","138,514286","1,263969","45,130588",371,"7,778976","278,409704","2,444198","87,073152",,1,3,6,"3,333333","142,5","1,085538","45,457559",806,"6,558313","305,341191","2,13375","99,330154",,364,313,50,"1,18","92,4",",383063","29,859538",89,"3,449438","195,674157","1,147185","65,041397",,9,3,1,1,30,",259259","7,777778",803,"4,085928","198,71731","1,324224","64,129452",,1,3,,,,,,812,"3,492611","106,754926","1,129137","34,516372",,36,,,,,,,780,"1,383333",21,",44707","6,786932",,263,98,115,"5,026087","157,608696","1,577585","48,517163",340,"11,441176","387,397059","3,593865","121,340361",
7821271,171,1,3,20,"22,15",647,"7,401105","215,908151",147,"34,659864","1024,659864","10,824495","320,25453",,80,49,40,"2,2","191,25",",751078","65,59614",2,4,270,"1,4","94,5",,11,8,59,"4,525424","159,661017","1,431444","50,682135",93,"7,150538","265,16129","2,262694","83,958384",,10,18,49,"3,020408","133,469388","1,00448","44,387826",94,"4,531915","209,042553","1,411023","65,206613",,171,,,,,,,,,,,,,11,,,,,,,160,"1,04375","51,09375",",334678","16,415126",,,166,4,"2,25",45,",598889","11,9",1,10,150,"3,5","52,5",,171,,,,,,,,,,,,,170,1,,,,,,,,,,,
7821272,463,,72,144,"19,791667","606,875","6,518911","199,814997",247,"30,433198","1176,072874","10,014743","387,154839",,147,196,90,"3,644444","218,666667","1,206119","72,36715",30,"5,666667",340,"1,809748","108,584848",,185,33,89,"2,202247","132,134831",",724361","43,461647",156,"4,173077","242,884615","1,371652","79,674146",,,294,145,4,150,"1,329793","49,867233",24,5,195,"1,657556","64,644676",,463,,,,,,,,,,,,,14,16,3,2,35,",669565","11,717391",430,"2,14186","83,337209",",708622","27,57334",,,,,,,,,463,"7,298056","223,99568","2,40365","73,982752",,274,,5,1,10,",335536","3,355361",184,"1,358696","60,163043",",433502","19,242751",,165,132,51,"4,45098","147,254902","1,485644","49,181401",115,"9,304348","305,304348","2,990104","98,254249",
7821273,1966,,1,23,"24,869565","689,565217","7,545837","208,249503",1942,"50,325953","1753,184861","16,393989","569,325141",,689,340,296,"3,844595","230,033784","1,26363","75,591881",641,"8,134165","499,438378","2,435561","150,518638",,322,150,319,"4,369906","151,081505","1,44674","49,580563",1175,"6,405106","267,370213","2,063423","85,79495",,,884,717,"4,947001","160,090656","1,65481","54,008846",365,"6,512329","229,041096","1,781295","62,55253",,69,109,3,2,"93,333333",",639506","29,944444",1785,"4,797759","238,112045","1,589283","78,829845",,658,123,99,"1,414141","33,636364",",469029","11,136484",1086,"3,078269","131,896869",",99472","42,377535",,798,612,94,"2,010638",45,",674488","15,092199",462,"7,101732","809,372294","1,96953","218,351328",,629,,1,1,10,",259259","2,592593",1336,"1,080838","46,680389",",35706","15,434263",,929,117,151,"4,443709","156,655629","1,41137","49,561936",769,"9,994798","342,379714","3,169653","108,523738",
